ID_Tweet,Fecha_UTC,Contenido_Texto,Retweets,Favoritos,Sentimiento,Puntuacion_Sentimiento
at://did:plc:2etirfyqqgrsbe7nibl4eyx3/app.bsky.feed.post/3mo67fp7ved2x,2026-06-13T12:00:35.744497Z,"AAPL | Apple Inc. (NASDAQ): 🚨 AAPL broke above its ATH price this week but closed the week back below it. (prior ATH: 316.94, week high: 317.40, week close: 291.13)",0,0,neutral,0.732
at://did:plc:inyxsbwxc2ruqbel7brfx4s3/app.bsky.feed.post/3mo5vcuu67w2o,2026-06-13T09:00:03.106Z,Will Apple (AAPL) reach 280 Dos in June? — Any 1 minute candle for Apple (AAPL) at any point of June 20 https://sezgix.com/market/cmqby93fp05c5lpjxr15csixl,0,0,neutral,0.7903
at://did:plc:udyn2dmw2qgvjelxvh7zmti2/app.bsky.feed.post/3mo56ow2glc2j,2026-06-13T02:15:09+00:00,"Apple Faces a No-Win Pricing Dilemma. Should Investors Be Worried? https://www.europesays.com/ie/532596/ Apple‘s (NASDAQ: AAPL) latest iteration of Siri, Siri AI, is a big step forward for the company. The…",0,0,neutral,0.6481
at://did:plc:5f5symywyywlpnhre5cviezl/app.bsky.feed.post/3mo4xhemkhj2g,2026-06-13T00:05:42.208623+00:00,"On the full book, McGuire is 5-for-12 with a mean 30-day alpha of -1.6%. On the committee-adjacent tech picks specifically — Apple, Microsoft, Nvidia — four out of five posted gains. $NVDA $MSFT $AAPL… https://www.blindtrust.io/news/mcguire-bought-nvidia-the-same-day-he-filed-four-tech-trades",0,0,neutral,0.6147
at://did:plc:aq3wnzwalvh432yhuwra5esi/app.bsky.feed.post/3mo4rxq3dzk2n,2026-06-12T22:27:28.727Z,Largest companies in the world by market cap: 1. #Nvidia $NVDA $4.9T 2. #Google $GOOG $4.3T 3. #Apple $AAPL $4.2T 4. #Microsoft $MSFT $2.8T 5. #Amazon $AMZN $2.5T 6. #TSMC $TSM $2.2T 7. #SpaceX $SPCX $2.1T 8. #Broadcom $AVGO $1.8T 9. Saudi Aramco $1.7T 10. #Tesla $TSLA $1.4T,0,0,neutral,0.6491
at://did:plc:b2llzn4aeu6ltoknxvdwetal/app.bsky.feed.post/3mo4pqn2d7k2s,2026-06-12T21:47:43.182Z,3/ 📉 PERDEDORAS Apple: -1.52% retrocede ante una toma de ganancias en gigantes tech $AAPL Amazon: -1.23% cae por corrección en las firmas de comercio minorista $AMZN Oracle: -8.00% (after-hours) cae por su plan de emitir deuda masiva $ORCL,0,0,neutral,0.7585
at://did:plc:52q44myz6ylil735esowica4/app.bsky.feed.post/3mo4csuofmc2i,2026-06-12T17:56:19.645Z,"$AAPL is getting hammered for ""being behind on AI."" Siri is weak. Apple Intelligence has underwhelmed. Fair criticisms.",0,0,negative,0.9033
at://did:plc:jyxwd6sq74rce52uv7kvgbhi/app.bsky.feed.post/3mo4bw5ouls2g,2026-06-12T17:40:16.018Z,Elon now owns 2 of the 8 largest companies in the world,0,1,positive,0.6704
at://did:plc:udyn2dmw2qgvjelxvh7zmti2/app.bsky.feed.post/3mo4ajl5mjj26,2026-06-12T17:15:18+00:00,Apple Inc (AAPL) Declines Following Important AI Advancements at WWDC 2026 https://www.europesays.com/ie/531908/ The shares of Apple Inc. (NASDAQ:AAPL) have declined by around 8% following the company’s WWDC 2026 conference on…,0,0,negative,0.4837
at://did:plc:cw3xzr7dzuq2jowaudpudb5b/app.bsky.feed.post/3mo3vg3ddfs2q,2026-06-12T13:56:31.762Z,$AAPL Apple is retesting breakout level. Something to watch in days ahead. #IBDPartner,0,0,positive,0.9278
at://did:plc:2hwxgpgvitufbxqadhgumek3/app.bsky.feed.post/3mo3ti3kmls27,2026-06-12T13:21:51.636Z,"Sharesify podcast 12 June 2026: The team discuss Beauty Tech, Halma and Tesco plus Adobe, Apple, Oracle and of course today's SpaceX mega IPO. $AAPL $ADBE $ORCL $SPCX #investing sharesify.com/sharesify-po...",0,2,positive,0.5761
at://did:plc:jrhge4zgnq6ntoedfqnfz6ph/app.bsky.feed.post/3mo3hzrrwtz2p,2026-06-12T09:57:00.000Z,Acciones de Apple (AAPL) caen unos 25 dólares tras la WWDC 2026. Los inversores parecen decepcionados con los anuncios de IA. Enfoque conservador y privacidad frente a la agresividad de competidores. locosdemanzana.es/20...,0,0,neutral,0.8674
at://did:plc:joxpffdd3w44tpol34fkx3rk/app.bsky.feed.post/3mo35b6u6ox2a,2026-06-12T06:44:16+00:00,Apple Just Introduced Next-Generation Siri AI at WWDC. Why That Might Not Be Enough to Give AAPL Stock a Boost.,0,0,neutral,0.6465
at://did:plc:s3btl3pxmivv76gvzw6s7n4g/app.bsky.feed.post/3mo34ikvy6k2p,2026-06-12T06:30:31.674Z,Apple critique le DMA européen… et voit son équivalent se profiler aux États-Unis www.macg.co/aapl/2026/06...,0,0,neutral,0.8716
at://did:plc:joxpffdd3w44tpol34fkx3rk/app.bsky.feed.post/3mo2svtos3t2u,2026-06-12T03:38:57+00:00,AI Integration and iPhone Growth Assert Apple Inc. (AAPL) as One of the Best Forever Stocks to Buy,0,0,positive,0.9442
at://did:plc:76pdzrei24aaemkq7ugabgmp/app.bsky.feed.post/3mnzuzyyayc2s,2026-06-11T18:44:27.181Z,"$APPL Bank of America's current 12-month price target for Apple (AAPL) is $380.00, and the firm maintains a Buy rating on the stock.",0,0,positive,0.6078
at://did:plc:qn32pbmcspvqexb7eccysjq4/app.bsky.feed.post/3mnzprdfkce23,2026-06-11T17:10:02.788Z,"Apple $AAPL opened WWDC on June 8 with a Siri overhaul powered by Google's Gemini, under a multi-year deal reported at about 1 billion dollars a year. The new Siri adds a chat mode and can handle multi-step tasks across apps. Source: Bloomberg, TechCrunch.",0,1,positive,0.7297
at://did:plc:mht5ub4ykjuoxpux77hikixt/app.bsky.feed.post/3mnzmcvhw2m2c,2026-06-11T16:08:21.644Z,"Apple's stock fell to $293 after WWDC 2026, amid concerns over Siri AI's limited rollout. #Apple #AAPL #WWDC2026 #SiriAI #StockMarket #TechNews #Investing thedailytechfeed.com/apple-stock-...",0,0,negative,0.5942
at://did:plc:yqtlmsq52gq3cih2xzysmyxc/app.bsky.feed.post/3mnzk6tgyir2d,2026-06-11T15:30:17Z,Apple (AAPL) has spent the bulk of the past couple of years trying to convince investors it has not fallen behind in the relentless AI race.,0,0,positive,0.5039
at://did:plc:m7qmvmq7sfaa7y5jjhqxzp5c/app.bsky.feed.post/3mnzc6um3bv2t,2026-06-11T13:07:09Z,"ive modelled Apple: $AAPL 18x P/E, 4.5% FCF. Buy 12m +25% conviction. https://www.reuters.com/technology/apple-vs-openai-latecomer-leviathan-makes-its-move-2026-06-10/",0,0,neutral,0.606
at://did:plc:hxjzi7mnsedfpxcz7ebinndv/app.bsky.feed.post/3mnyr3nl2z42d,2026-06-11T08:01:07.570894+00:00,Breaking News: ( NASDAQ: $AAPL ) Apple Will Make Billions From AI in These 2 Ways. Is It Time to Buy the Stock?,0,0,neutral,0.7192
at://did:plc:wgbvsfyi6ozjf5tgiis4dykj/app.bsky.feed.post/3mnyitfem4a2f,2026-06-11T05:33:19.850Z,Apple、macOSのネイティブ仮想技術を利用しMac上で高速＆軽量かつ永続的なLinux環境を構築できる「Container Machine」を発表。 | AAPL Ch. https://share.google/LIC0NQQBiCqujzJXB,0,0,neutral,0.8524
at://did:plc:joxpffdd3w44tpol34fkx3rk/app.bsky.feed.post/3mny6qz4itj2u,2026-06-11T02:33:01+00:00,Apple Just Introduced Next-Generation Siri AI at WWDC. Why That Might Not Be Enough to Give AAPL Stock a Boost.,0,0,neutral,0.6465
at://did:plc:rwuqizds4m5nwuvmnhgbriol/app.bsky.feed.post/3mny3slm3se26,2026-06-11T01:40:10+00:00,Why Apple’s WWDC and Siri AI hype left investors sad https://www.europesays.com/people/108861/ Apple’s (AAPL) stock declined almost 2% on the first day of Apple CEO Tim Cook’s final Worldwide Developers…,0,0,negative,0.6772
at://did:plc:b2llzn4aeu6ltoknxvdwetal/app.bsky.feed.post/3mnxxzpuidc2k,2026-06-11T00:32:39.369Z,2/ 📈 GANADORAS Casey's: +20.29% récord de ganancias impulsa la minorista $CASY Palo Alto Networks: +1.04% sube por mayor demanda de ciberseguridad $PANW Apple: +0.35% actúa como refugio en caída de tecnología $AAPL,0,0,neutral,0.816
at://did:plc:ehp2yvbwhjwz4pj4ah5ng2x3/app.bsky.feed.post/3mnxrxf5lic2j,2026-06-10T22:43:58.573Z,"Trump's last ditch attempt to make the DOW go up might easily involve sudden forced nationalization of DJIA components. Ie. he just steals a chunk of your portfolio. ""Apple can't go down due to a war over Taiwan because AAPL is no longer publicly traded at all."" is ""Republican logic"" now",0,1,negative,0.7657
at://did:plc:g7g2hy5d55k3qdgjcchxn2uf/app.bsky.feed.post/3mnxppzje2k24,2026-06-10T22:04:03Z,"I watch $AAPL and Apple: AI hype masks revenue quality, margin risk. https://www.barrons.com/articles/apple-stock-siri-ai-e5b905d3",0,0,neutral,0.7336
at://did:plc:rwuqizds4m5nwuvmnhgbriol/app.bsky.feed.post/3mnxfz6lqcl2k,2026-06-10T19:10:12+00:00,"Tech stocks today: Chip stocks pull back, Trump says he’s meeting with AI executives https://www.europesays.com/people/108448/ Apple (AAPL) will host its annual Worldwide Developers Conference (WWDC) on Monday at its Cupertino, Calif., headquarters. The…",0,0,neutral,0.7398
at://did:plc:3m2edxk7bjziwbm7xlvkljwu/app.bsky.feed.post/3mnx7o5ki7b2r,2026-06-10T17:16:41.016814102Z,Alphabet $GOOGL has surpassed Apple $AAPL to become the world's second largest publicly traded company by market capitalization. @KoyfinCharts,0,0,positive,0.9233
at://did:plc:2hwxgpgvitufbxqadhgumek3/app.bsky.feed.post/3mnwvl5eg422e,2026-06-10T14:16:02.985Z,Why Apple stock fell sharply on Tuesday: Investors gave lukewarm reception to company’s much-anticipated WWDC 2026 keynote address... #AAPL $AAPL #Apple #Investing #Equities sharesify.com/why-apple-st...,0,0,negative,0.6559
at://did:plc:ya7mglieccmqz74rslmlhek4/app.bsky.feed.post/3mnwrkeumga25,2026-06-10T13:04:02.258565Z,Alphabet has overtaken Apple to become the world's 2nd largest public company. $AAPL $GOOGL,0,1,positive,0.9348
at://did:plc:pevrkhpabevhgsn4ibkn6udl/app.bsky.feed.post/3mnwoyxxbs22r,2026-06-10T12:18:30.881Z,Investors gave lukewarm reception to company’s much-anticipated WWDC 2026 keynote address... #AAPL $AAPL #Apple #Investing #Equities #USShares #TechStocks #AI #UKInvestors #NASDAQ #SP500 #Mag7 #TopStocks #TopTechStocks sharesify.com/why-apple-st...,0,0,positive,0.8201
at://did:plc:jf26a7dgps3fck4zc7anchdl/app.bsky.feed.post/3mnwnpgrkc42e,2026-06-10T11:55:17.042141+00:00,「アップル ai siri」に関する記事です: https://www.tikr.com/ja/blog/apple-nasdaq-aapl-stock-unveils-massive-siri-ai-upgrade-and-google-gemini-partnership-at-developer-conference,0,1,neutral,0.8038
at://did:plc:mht5ub4ykjuoxpux77hikixt/app.bsky.feed.post/3mnwm3luwpj2j,2026-06-10T11:26:17.407Z,AAPL drops $25 post-WWDC; AI rollout limits and market trends cited. #Apple #AAPL #AI #StockMarket #WWDC #SiriAI thedailytechfeed.com/aapl-stock-d...,1,3,negative,0.6134
at://did:plc:6o5bwhll352fp7apfaermt4k/app.bsky.feed.post/3mnwfp7w5qd42,2026-06-10T08:21:42.000Z,"Telegram Returns To Apple Watch With Native App Supporting Messages, GIFs And Video Playback Telegram has launched a native Apple Watch app, bringing back wrist-based messaging, voice notes, and me... #AAPL #AAPL #Apple #Watch #benznews #News #Pavel #Durov […] [Original post on benzinga.com]",0,0,positive,0.5518
at://did:plc:udyn2dmw2qgvjelxvh7zmti2/app.bsky.feed.post/3mnvy7l57gu2x,2026-06-10T05:30:34+00:00,Forget the AI Headlines: Apple’s First Foldable iPhone Could Be the Stock’s Biggest Catalyst in Years https://www.europesays.com/ie/527495/ Most of the recent conversation around Apple (AAPL 3.61%) has centered on artificial intelligence (AI). At its annual…,0,0,positive,0.6954
at://did:plc:l3p22uzi37efemvwkrb75x6r/app.bsky.feed.post/3mnvws5absc2s,2026-06-10T05:05:11.733Z,"AI: Apple Intelligence & Siri AI hum with 'Google & Nvidia' inside. AI-RTZ #1113 ...Apple can win AI on iPhone, Macs & Devices, by being Apple michaelparekh.substack.com/p/ai-apple-i... $AAPL $GOOG $NVDA",0,1,positive,0.6947
at://did:plc:b2llzn4aeu6ltoknxvdwetal/app.bsky.feed.post/3mnv4snbxpk26,2026-06-09T21:20:11.279Z,3/ 📉 PERDEDORAS Applied Optoelectronics: -17.17% cae con alto volumen de negociación $AAOI Redwire: -15.19% baja tras anunciar un plan de venta de acciones por $500M $RDW Apple: -3.64% retrocede tras revelar su estrategia de inteligencia artificial $AAPL,0,0,neutral,0.6756
at://did:plc:56i5k4rdeizxjwiot7kufsqq/app.bsky.feed.post/3mnv4jtyykq2d,2026-06-09T21:15:14+00:00,"Apple (AAPL) to open its first European Developer Center in Berlin before end of 2026 https://www.europesays.com/germany/33321/ The Berlin Developer Center will be Apple’s fifth major facility worldwide, joining locations in Cupertino, Bengaluru, Shanghai, and…",0,0,neutral,0.5958
at://did:plc:zcfs4a2fl2fgggydypqo56u4/app.bsky.feed.post/3mnv4jmz2m52a,2026-06-09T21:15:02+00:00,"Apple (AAPL) to open its first European Developer Center in Berlin before end of 2026 https://www.europesays.com/dk/103995/ The Berlin Developer Center will be Apple’s fifth major facility worldwide, joining locations in Cupertino, Bengaluru, Shanghai, and…",0,0,neutral,0.6122
at://did:plc:rwuqizds4m5nwuvmnhgbriol/app.bsky.feed.post/3mnv34vteii2v,2026-06-09T20:50:02+00:00,Apple (NASDAQ: AAPL) Unveils Siri AI Overhaul As Tim Cook Prepares To Exit https://www.europesays.com/people/107092/ Apple (NASDAQ: AAPL) announced a sweeping update to its Siri digital assistant at its annual Worldwide Developers Conference…,0,0,neutral,0.6854
at://did:plc:p7ffxkcsq2xwt3t2mbk52puc/app.bsky.feed.post/3mnuwdll4t727,2026-06-09T19:24:23Z,Apple (AAPL) to open its first European Developer Center in Berlin before end of 2026,0,0,neutral,0.5848
at://did:plc:5i7m7wpf7lstzfau43thfeff/app.bsky.feed.post/3mnuvsv2d3p2d,2026-06-09T19:15:02.993797Z,"Apple $AAPL Keybanc Maintains price target at 200.00. Reiterates Overweight. https://fundspec.ai Don't just watch AAPL move, predict it! Build your own custom AI trading models for AAPL today by downloading the FundSpec App on the AppStore or PlayStore!",0,0,positive,0.6526
at://did:plc:5i7m7wpf7lstzfau43thfeff/app.bsky.feed.post/3mnushn2x7b2m,2026-06-09T18:15:04.292491Z,"Apple $AAPL Morgan Stanley Raises price target from 330.00 to 360.00. Maintains Overweight. https://fundspec.ai Don't just watch AAPL move, predict it! Build your own custom AI trading models for AAPL today by downloading the FundSpec App on the AppStore or PlayStore!",0,0,positive,0.5703
at://did:plc:grosb4kp4hwwp4fddhbjonnx/app.bsky.feed.post/3mnuq3d2e5c2m,2026-06-09T17:32:23.890Z,"#JessicaInskip #MarketMakeHer walks us through today's Big 3 all focused on #BigTech. She turns to #Apple (AAPL) with a #bullish thesis, highlighting the company use of data and AI The Big 3: AAPL, ORCL, NVDA youtu.be/2leQAAVY8nM",0,1,positive,0.5484
at://did:plc:ibqgmxencg6y6oayzinfuiya/app.bsky.feed.post/3mnuo2hoisj72,2026-06-09T16:56:04.000Z,"Přesvědčí Siri AI investory, že $AAPL dokáže v umělé inteligenci konečně držet krok s konkurencí? https://smarttrader.cz/apple-ukazal-novou-siri-ai-investory-zatim-vsak-nepresvedcil",0,0,neutral,0.8157
at://did:plc:2qjwmnxikm6awgk453eji7b6/app.bsky.feed.post/3mnulv742zc2i,2026-06-09T16:17:23.456Z,This is part of why Apple cried sour grapes against the European Union. It's not necessarily why AAPL shares are down.,0,0,negative,0.5418
at://did:plc:7qsf5ypfoelbn4rnizzkhwts/app.bsky.feed.post/3mnufvvbpfh2v,2026-06-09T14:30:21+00:00,Apple retrasa el lanzamiento de Siri AI en la UE por desafíos regulatorios (AAPL) https://www.europesays.com/es/596804/ Apple (NASDAQ:AAPL) no lanzará las nuevas funciones de inteligencia artificial de Siri en la Unión Europea después de…,0,0,neutral,0.8097
at://did:plc:5i7m7wpf7lstzfau43thfeff/app.bsky.feed.post/3mnuf2gya332a,2026-06-09T14:15:03.063646Z,"Apple $AAPL TD Cowen Raises price target from 335.00 to 350.00. Maintains Buy. https://fundspec.ai Don't just watch AAPL move, predict it! Build your own custom AI trading models for AAPL today by downloading the FundSpec App on the AppStore or PlayStore!",0,0,positive,0.6391
at://did:plc:7ilccpe4jsqmwptw6pz6v5uj/app.bsky.feed.post/3mnuenbci622p,2026-06-09T14:07:41.136Z,(1/2) The Asia Antitrust Agenda: China Tightens Oversight of Outbound Investment; Apple Supplier Fined for Gun-Jumping; Focus Media Faces Lawsuit Over Alleged Monopoly; Korea Fair Trade Commission to Set Up Investigative Arm $002027 $002475 $003850 $600745 $601899 $AAPL,0,0,neutral,0.8114
at://did:plc:ef7qgx2s4246kegw3nmyziiv/app.bsky.feed.post/3mnubp3ijlk2h,2026-06-09T13:15:00.6794084Z,"Apple ($AAPL) has unveiled a smarter Siri, integrating advanced AI developed with Google ($GOOG) and leveraging Nvidia ($NVDA) hardware. This strategic collaboration signals Apple's strong push into the AI race. 💡 #AppleAI #TechStocks",0,0,positive,0.9316
at://did:plc:43fdk46qa5gsokzygzildsaq/app.bsky.feed.post/3mnub2ttjnb2m,2026-06-09T13:03:41.411982+00:00,Apple introduces intelligent experiences across services. $AAPL,1,1,positive,0.9445
at://did:plc:vvidntidrwdocqgjy5gz2kzc/app.bsky.feed.post/3mnu2uh5wgc2i,2026-06-09T11:12:44.741Z,"$AAPL new AI is useful but not a game-changer; Wall Street says it may help users, but won’t boost iPhone sales soon. notreload.xyz/apple-ai-at-...",0,0,negative,0.8048
at://did:plc:fld72aj5evgtosa26f2akvss/app.bsky.feed.post/3mntrqlnnog2p,2026-06-09T08:29:31.506Z,Wall Street says Apple can't afford a miss on AI at this year's WWDC https://www.businessinsider.com/apple-wwdc-aapl-stock-ai-iphone-siri-gemini-tech-stocks-2026-6,0,0,neutral,0.6903
at://did:plc:p4edmecheve6yyem6pw6d2xz/app.bsky.feed.post/3mntnj6vdcn2m,2026-06-09T07:13:48.253429+00:00,"New on Google: apple debuts across 10 countries. (143K+ searches) Also trending: aapl, apple developer, apple event https://pulse.kiolix.com/trend/apple #Kiolix #GoogleTrends #GlobalTrends",0,0,positive,0.6328
at://did:plc:l3p22uzi37efemvwkrb75x6r/app.bsky.feed.post/3mnth57wyes2s,2026-06-09T05:19:44.328Z,"AI: AI Siri ready for takeoff this Fall. AI-RTZ #1112 ...Apple WWDC 2026 gets it to the runway, powered by Google Gemini engines michaelparekh.substack.com/p/ai-ai-siri... $AAPL $GOOG",0,1,positive,0.721
at://did:plc:rwuqizds4m5nwuvmnhgbriol/app.bsky.feed.post/3mnt2cr3upp2z,2026-06-09T01:30:09+00:00,Apple Finally Released A Brand-New Siri. Then Its Share Price Cratered. https://www.europesays.com/people/105908/ Quick Read AAPL shares swung from a 2% gain to a 5% drop after Apple unveiled “Siri AI”…,0,0,neutral,0.7248
at://did:plc:6kes6jjmzmn4a6nac4v2btlu/app.bsky.feed.post/3mnszg3emtq2a,2026-06-09T01:14:09.058175Z,"✦ Apple $AAPL Enhances Siri with Advanced Features as Part of Major AI Initiative: Apple $AAPL has introduced an upgraded version of Siri, which now incorporates conversational AI, visual comprehension, and improved personal context awareness.",0,0,positive,0.9022
at://did:plc:2aqybdhkgskcgdhm5gh3coqw/app.bsky.feed.post/3mnsvbh2ppj2o,2026-06-08T23:59:58.014Z,"Apple unveils AI-powered Siri at WWDC26 Built on Apple Intelligence for iOS 27/OS 27, it adds personal context, on-screen awareness and cross-app actions. Developer/beta rollout starts now; EU/China delayed. $AAPL reportedly fell 4.95%. Why it matters: AI execution risk. #Apple #AI #AAPL",0,5,neutral,0.6082
at://did:plc:joxpffdd3w44tpol34fkx3rk/app.bsky.feed.post/3mnst32tpmc25,2026-06-08T23:20:36+00:00,Apple Inc. (AAPL) Stock Forecasts,0,0,neutral,0.7035
at://did:plc:grosb4kp4hwwp4fddhbjonnx/app.bsky.feed.post/3mnsqyyg57c2x,2026-06-08T22:43:39.897Z,"#AndySwan from #LikeFolio discusses social sentiment trends on #Apple (AAPL), Ca$htag$: AAPL Faces Key AI Test in WWDC 2026 youtu.be/5CgypNkCVBU",0,0,neutral,0.8718
at://did:plc:xqybj2sjzs5ugjmefc2lio3o/app.bsky.feed.post/3mnsle4jqgt27,2026-06-08T21:02:28.804856Z,"Las acciones de Apple, $AAPL, caen 5% desde su máximo diario tras presentar Siri AI, su mayor lanzamiento de inteligencia artificial hasta la fecha.",0,0,neutral,0.8149
at://did:plc:b2llzn4aeu6ltoknxvdwetal/app.bsky.feed.post/3mnsldsxhkc2b,2026-06-08T21:02:20.822Z,3/ 📉 PERDEDORAS Apple: -1.89% cae por rotación de capital antes de datos de inflación $AAPL Microsoft: -1.18% baja por toma de ganancias en gigantes de la nube $MSFT Ciena: -4.41% retrocede arrastrada por menor gasto en infraestructura $CIEN,0,0,neutral,0.7484
at://did:plc:ffhfzwr3igtwt4y7zdompvjv/app.bsky.feed.post/3mnsladgfry2b,2026-06-08T21:00:23.611Z,#AAPL Apple accelerates app development with new intelligence frameworks and advanced tools https://www.stocktitan.net/news/AAPL/apple-accelerates-app-development-with-new-intelligence-frameworks-ze0pnnna0jni.html,0,0,positive,0.8505
at://did:plc:toj3xe4fajjfbtc3niqwz46z/app.bsky.feed.post/3mnsl2epepk2e,2026-06-08T20:57:03.589Z,"Apple shares plunge 4.95% following the reveal of its new ""Siri AI"" update, erasing $230 billion in market value from $AAPL.",0,0,negative,0.7546
